DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
171223886,9/29/2017 0:00,9/29/2017 0:00,1045,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,1419 1407 1402 1100 1309 0342 1270 0906 0430,30,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,5900    WEST                         BL,,33.9872,-118.3352
171205452,1/21/2017 0:00,1/21/2017 0:00,1310,12,77th Street,1242,1,110,CRIMINAL HOMICIDE,1402 0430 0906 1270 1309 0334 1100,40,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,2500    HYDE PARK                    BL,,33.983,-118.3206
170415204,9/7/2017 0:00,9/7/2017 0:00,2045,4,Hollenbeck,402,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1309 1407,44,M,O,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,5300    MONTEREY                     RD,,34.0923,-118.1978
170117818,6/23/2017 0:00,6/23/2017 0:00,553,1,Central,157,1,110,CRIMINAL HOMICIDE,1100 0430 0906 2004,62,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
170919433,10/28/2017 0:00,10/28/2017 0:00,102,9,Van Nuys,901,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1270 0311 1414 0216 1816,21,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,15400    VALERIO                      ST,,34.2049,-118.4688
172014736,7/30/2017 0:00,7/30/2017 0:00,445,20,Olympic,2069,1,110,CRIMINAL HOMICIDE,0411 1402 2000,31,M,O,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,998,,,1100    MENLO                        AV,,34.0508,-118.2907
170105537,1/26/2017 0:00,1/26/2017 0:00,845,1,Central,158,1,110,CRIMINAL HOMICIDE,2004 0411 1218,50,M,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110,,,,600    GLADYS                       AV,,34.0403,-118.2421
171324354,11/18/2017 0:00,11/18/2017 0:00,135,13,Newton,1307,1,110,CRIMINAL HOMICIDE,1218 1100 0430 0906 1270 1402,32,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,8TH                          ST,SAN PEDRO                    ST,34.0378,-118.2483
171229700,12/21/2017 0:00,12/21/2017 0:00,1827,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,1100 0430 1309 1313 0906 1270,0,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,59TH                         ST,VERMONT,33.9875,-118.2915
171810995,5/5/2017 0:00,5/4/2017 0:00,1100,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,0416 0561,52,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,1700 E  105TH                        ST,,33.9407,-118.2422
171322583,10/19/2017 0:00,10/19/2017 0:00,230,13,Newton,1323,1,110,CRIMINAL HOMICIDE,0410 1257,0,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,2200 S  SAN PEDRO                    ST,,34.0249,-118.2592
172105194,1/24/2017 0:00,1/23/2017 0:00,1620,21,Topanga,2197,1,110,CRIMINAL HOMICIDE,0342 0411 0321 1402,49,M,W,146,PATIO*,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,,,,5000    QUEEN VICTORIA               RD,,34.1619,-118.5653
171813337,6/14/2017 0:00,6/14/2017 0:00,1135,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1100 1407 1310 0430,46,M,H,101,STREET,,,IC,Invest Cont,110,,,,OLIVE                        ST,104TH                        ST,33.9419,-118.2794
171220705,8/17/2017 0:00,8/17/2017 0:00,1330,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1822 1309 1313 0302 0450 0430 0906 1270 1100,21,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,1000 E  84TH                         PL,,33.962,-118.2575
172004485,1/12/2017 0:00,1/12/2017 0:00,1930,20,Olympic,2029,1,110,CRIMINAL HOMICIDE,2004 0305 0416 1402,46,M,H,108,PARKING LOT,304,CLUB/BAT,IC,Invest Cont,110,998,,,6TH                          ST,VERMONT                      AV,34.0637,-118.2916
170418619,11/22/2017 0:00,11/22/2017 0:00,1949,4,Hollenbeck,423,1,110,CRIMINAL HOMICIDE,1100 0906 1309 0430 0302 0309 1402,30,M,H,119,"PORCH, RESIDENTIAL",106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,1900    SICHEL                       ST,,34.066,-118.2129
171206254,2/2/2017 0:00,2/1/2017 0:00,2225,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1300 1402 1407 1266 0906,45,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,7500 S  MAIN                         ST,,33.9718,-118.2739
170104627,1/11/2017 0:00,1/10/2017 0:00,1755,1,Central,182,1,110,CRIMINAL HOMICIDE,411,32,F,H,504,OTHER RESIDENCE,205,KITCHEN KNIFE,AO,Adult Other,110,,,,1100 S  FLOWER                       ST,,34.043,-118.2641
171201096,10/1/2017 0:00,10/1/2017 0:00,1125,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,1100 0906 1402 1407 0302 0216 1309 1310 0371 0430,21,M,B,101,STREET,102,HAND GUN,JA,Juv Arrest,110,,,,7800 S  WESTERN                      AV,,33.9691,-118.309
170501309,10/28/2017 0:00,10/28/2017 0:00,145,5,Harbor,514,1,110,CRIMINAL HOMICIDE,1100 0906 1251 0430,19,M,H,102,SIDEWALK,102,HAND GUN,JA,Juv Arrest,110,,,,1100 W  CRUCES                       ST,,33.7914,-118.2764
172021049,11/24/2017 0:00,11/24/2017 0:00,205,20,Olympic,2016,1,110,CRIMINAL HOMICIDE,0416 1402 2004,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",312,PIPE/METAL PIPE,AA,Adult Arrest,110,998,,,200 S  ALEXANDRIA                   AV,,34.0712,-118.2979
170613777,6/12/2017 0:00,6/12/2017 0:00,755,6,Hollywood,647,1,110,CRIMINAL HOMICIDE,0334 0411 0416 0449 1218 2004 0342 1409 0906 1816,47,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,998,,,5800    HOLLYWOOD                    BL,,34.1017,-118.3174
170400538,1/9/2017 0:00,1/7/2017 0:00,1620,4,Hollenbeck,477,1,110,CRIMINAL HOMICIDE,0906 1100 0430 0302 2000 1814 1310 0312 1402,25,F,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,600 S  EVERGREEN                    AV,,34.0343,-118.2065
171210813,4/5/2017 0:00,4/5/2017 0:00,835,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,1100 0302 0430 0906 1309 1402 1407 1270,33,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,1600 W  56TH                         ST,,33.9915,-118.3045
170715419,9/9/2017 0:00,9/9/2017 0:00,2124,7,Wilshire,701,1,110,CRIMINAL HOMICIDE,1218 2004 0416 1402,54,M,B,103,ALLEY,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,998,,,700 N  FAIRFAX                      AV,,34.0847,-118.3686
170106659,2/12/2017 0:00,2/12/2017 0:00,317,1,Central,148,1,110,CRIMINAL HOMICIDE,1100 0430 1218 0906 2004,42,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,CENTRAL,GLADYS                       AV,34.0429,-118.2397
170513200,7/18/2017 0:00,7/18/2017 0:00,2205,5,Harbor,515,1,110,CRIMINAL HOMICIDE,1100 0302 0334 0430 0432 1402 1407 0906,29,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,1400    MARINE                       AV,,33.7911,-118.2646
172006515,2/19/2017 0:00,2/19/2017 0:00,1030,20,Olympic,2058,1,110,CRIMINAL HOMICIDE,1402 0411 0416 1409 1218 2004,62,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,998,,,2600 W  OLYMPIC                      BL,,34.0537,-118.2878
170321111,9/12/2017 0:00,9/12/2017 0:00,152,3,Southwest,394,1,110,CRIMINAL HOMICIDE,1300 1100 0430,59,M,B,103,ALLEY,,,AO,Adult Other,110,998,,,2600 W  VERNON                       AV,,34.0072,-118.3201
171212166,4/24/2017 0:00,4/24/2017 0:00,2206,12,77th Street,1283,1,110,CRIMINAL HOMICIDE,0100 1100 0430 1822 0342 1270 0906,19,M,B,116,OTHER/OUTSIDE,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,9500 S  WESTERN                      AV,,33.9499,-118.309
170319410,8/18/2017 0:00,8/18/2017 0:00,1915,3,Southwest,316,1,110,CRIMINAL HOMICIDE,0906 1816 1100 1407 1822 0202 1309 0302 0430,20,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,998,,,25TH                         ST,LA SALLE                     AV,34.0342,-118.3058
171220704,8/17/2017 0:00,8/17/2017 0:00,1330,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1822 1309 1313 0302 0450 0430 1100 0906 1407 1402,19,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,1000 E  84TH                         PL,,33.962,-118.2575
171014012,8/7/2017 0:00,8/7/2017 0:00,130,10,West Valley,1005,1,110,CRIMINAL HOMICIDE,0906 1100 0395 0430,18,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,CANTARA                      ST,ZELZAH                       AV,34.2188,-118.5237
170201035,12/1/2017 0:00,11/30/2017 0:00,1843,2,Rampart,248,1,110,CRIMINAL HOMICIDE,1402 1407 1300 0326 0305 0430 0202 1100 0906,19,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,400    WITMER                       ST,,34.0576,-118.2644
171215866,6/14/2017 0:00,6/14/2017 0:00,26,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,1100 0430 1822 1270 0906,38,M,B,101,STREET,,,IC,Invest Cont,110,,,,3400 W  FLORENCE                     AV,,33.9745,-118.3309
170416954,10/17/2017 0:00,10/17/2017 0:00,134,4,Hollenbeck,469,1,110,CRIMINAL HOMICIDE,1100 0430 1407 1402 0906 0910,21,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,200 S  INDIANA                      ST,,34.0338,-118.1924
171315750,7/4/2017 0:00,7/4/2017 0:00,2316,13,Newton,1342,1,110,CRIMINAL HOMICIDE,0411 1402,23,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,998,,,100 E  36TH                         ST,,34.0171,-118.2736
171204248,1/4/2017 0:00,1/4/2017 0:00,234,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,1270 0906 0430 0371 0302 1310 1100 1402,28,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,73RD                         ST,GRAND                        AV,33.9737,-118.2803
171221858,9/3/2017 0:00,9/3/2017 0:00,1040,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,1407 1419 1100 0430 0334 0913,41,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,5800 S  FIGUEROA                     ST,,33.9838,-118.2827
171200711,4/6/2017 0:00,4/6/2017 0:00,2223,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0906 0371 1100 0430 1309 0216,54,M,B,101,STREET,111,STARTER PISTOL/REVOLVER,AA,Adult Arrest,110,,,,7400    CRENSHAW                     BL,,33.9727,-118.3309
170324524,11/1/2017 0:00,11/1/2017 0:00,1546,3,Southwest,374,1,110,CRIMINAL HOMICIDE,0400 0411 1402,32,M,H,109,PARK/PLAYGROUND,207,OTHER KNIFE,AA,Adult Arrest,110,998,,,2100 W  MARTIN LUTHER KING JR        BL,,34.0148,-118.3222
171214582,5/27/2017 0:00,5/27/2017 0:00,2003,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,0342 1309 1313 0302 0430 0326 0906 1100,27,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,77TH                         ST,MAIN                         ST,33.9697,-118.2739
171808847,3/29/2017 0:00,3/29/2017 0:00,50,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0906 1270 0302 0430,23,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,107TH                        ST,LOU DILLON                   AV,33.9389,-118.2348
171323929,11/10/2017 0:00,11/10/2017 0:00,330,13,Newton,1313,1,110,CRIMINAL HOMICIDE,1402 0430 1310 1240 1100 0906,48,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,500 E  WASHINGTON                   BL,,34.029,-118.2602
171323229,10/29/2017 0:00,10/29/2017 0:00,1502,13,Newton,1383,1,110,CRIMINAL HOMICIDE,1402 0430 1309 0309 1100 0906,25,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,100 W  60TH                         ST,,33.9852,-118.2739
171100608,4/5/2017 0:00,4/5/2017 0:00,2055,11,Northeast,1129,1,110,CRIMINAL HOMICIDE,0371 1100 0430 0906 1402,19,M,H,109,PARK/PLAYGROUND,102,HAND GUN,AA,Adult Arrest,110,998,,,SAN PASQUAL,COMET,34.1189,-118.1741
171223130,9/19/2017 0:00,9/19/2017 0:00,1607,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,1270 0906 1100 0430,55,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,1300 W  71ST                         ST,,33.9754,-118.2981
171615684,10/17/2017 0:00,10/16/2017 0:00,1425,16,Foothill,1615,1,110,CRIMINAL HOMICIDE,1414 1407 1100 0430 0906 1310 1309 0302 0334 1822,19,M,H,101,STREET,107,OTHER FIREARM,IC,Invest Cont,110,,,,FOOTHILL,TERRA BELLA,34.2749,-118.3955
171319259,8/28/2017 0:00,8/28/2017 0:00,2,13,Newton,1395,1,110,CRIMINAL HOMICIDE,1100 1309 1310 0430 1402 0906,27,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,CENTRAL                      AV,FLORENCE,33.9748,-118.2564
170716966,10/14/2017 0:00,10/14/2017 0:00,2335,7,Wilshire,706,1,110,CRIMINAL HOMICIDE,0906 1414 0334 1100 1402 1407 0430,26,M,B,210,RESTAURANT/FAST FOOD,102,HAND GUN,AA,Adult Arrest,110,998,,,7000    MELROSE                      AV,,34.0835,-118.3428
171206169,1/31/2017 0:00,1/31/2017 0:00,2325,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0906 1270 1100 1402 0430 0302,24,M,H,103,ALLEY,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,900 W  74TH                         ST,,33.9727,-118.2893
170500950,6/17/2017 0:00,6/17/2017 0:00,45,5,Harbor,513,1,110,CRIMINAL HOMICIDE,1100 0906 0430 1223,20,M,H,101,STREET,107,OTHER FIREARM,IC,Invest Cont,110,,,,1100 W  252ND                        ST,,33.7958,-118.2959
170504422,1/9/2017 0:00,1/9/2017 0:00,1810,5,Harbor,564,1,110,CRIMINAL HOMICIDE,1309 0430 1100 0906,40,M,H,108,PARKING LOT,115,ASSAULT WEAPON/UZI/AK47/ETC,AA,Adult Arrest,110,,,,300 W  2ND                          ST,,33.7424,-118.2835
170131775,12/13/2017 0:00,12/12/2017 0:00,534,1,Central,147,1,110,CRIMINAL HOMICIDE,0416 1402 2004 0429 1251,64,M,W,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,300 E  5TH                          ST,,34.0453,-118.2443
170301065,12/1/2017 0:00,11/30/2017 0:00,1801,3,Southwest,397,1,110,CRIMINAL HOMICIDE,0302 0309 0334 0430 1100 1309 1407 1822 0906,27,M,B,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,110,,,,4300 S  VERMONT                      AV,,34.0073,-118.298
170105513,1/26/2017 0:00,1/26/2017 0:00,1443,1,Central,111,1,110,CRIMINAL HOMICIDE,411,64,M,A,703,ENTERTAINMENT/COMEDY CLUB (OTHER),207,OTHER KNIFE,AA,Adult Arrest,110,,,,400    GIN LING                     WY,,34.0656,-118.2374
171201264,12/16/2017 0:00,12/16/2017 0:00,800,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,0334 1100 0430 0361,42,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,700 E  81ST                         ST,,33.9656,-118.2629
171216255,6/18/2017 0:00,6/18/2017 0:00,1620,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,1100 0302 1309 0906 1816 1402 0430,33,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,5700    DENKER                       AV,,33.9906,-118.3044
171914274,7/5/2017 0:00,7/5/2017 0:00,143,19,Mission,1944,1,110,CRIMINAL HOMICIDE,0334 1100 0430 0906 1309 1313,35,M,H,102,SIDEWALK,102,HAND GUN,AO,Adult Other,110,,,,14000    FOX                          ST,,34.2746,-118.442
171810258,4/23/2017 0:00,4/23/2017 0:00,2140,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,0430 1300 1309 1313 0906,23,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,400 E  116TH                        ST,,33.9292,-118.2664
171214581,5/27/2017 0:00,5/27/2017 0:00,2003,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,0342 1309 1313 0302 0430 0326 0906 1100 1402,24,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,77TH                         ST,MAIN                         ST,33.9697,-118.2739
171118345,10/22/2017 0:00,10/21/2017 0:00,2250,11,Northeast,1189,1,110,CRIMINAL HOMICIDE,1100 0430,55,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,MARMION                      WY,FRENCH                       AV,34.0892,-118.2118
170509082,4/20/2017 0:00,4/20/2017 0:00,1838,5,Harbor,506,1,110,CRIMINAL HOMICIDE,1100 0906 0430 1309 0202,55,M,O,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,1500 W  CARSON                       ST,,33.8315,-118.3038
170515364,8/31/2017 0:00,8/31/2017 0:00,2050,5,Harbor,525,1,110,CRIMINAL HOMICIDE,0430 1100 1309 0309 0906,31,F,H,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,300 W  D                            ST,,33.7741,-118.2646
171000513,1/8/2017 0:00,1/8/2017 0:00,300,10,West Valley,1037,1,110,CRIMINAL HOMICIDE,1309 0602 0430 1100 0906 0360,36,F,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,,,,17500    GILMORE                      ST,,34.1877,-118.5142
171605224,1/26/2017 0:00,1/26/2017 0:00,445,16,Foothill,1622,1,110,CRIMINAL HOMICIDE,416,46,M,H,101,STREET,,,IC,Invest Cont,110,,,,13700    PAXTON                       ST,,34.2699,-118.4315
181704002,12/31/2017 0:00,12/31/2017 0:00,1806,17,Devonshire,1796,1,110,CRIMINAL HOMICIDE,0430 1100 1822 1407 0906,23,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,8600    BALBOA                       BL,,34.2267,-118.5026
171818637,9/12/2017 0:00,9/12/2017 0:00,1440,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,1312 1309 1313 0906 0430 1100 1407 1300,20,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,9600    WALL                         ST,,33.9492,-118.2717
171225007,10/15/2017 0:00,10/15/2017 0:00,1120,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0342 0430 0302 1822 0906 1100,59,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,1800 W  77TH                         ST,,33.97,-118.309
171818129,9/14/2017 0:00,9/14/2017 0:00,1100,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,1300 1822,56,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,,,,92ND                         ST,AVALON,33.9529,-118.2651
171808143,3/16/2017 0:00,3/16/2017 0:00,1922,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,2000 0602 1100 0430 1821 1407 1402,23,F,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,11600    TOWNE                        AV,,33.9283,-118.2665
171922715,12/5/2017 0:00,12/5/2017 0:00,1230,19,Mission,1984,1,110,CRIMINAL HOMICIDE,0906 1270 0430 0209 1100,33,M,H,109,PARK/PLAYGROUND,102,HAND GUN,JA,Juv Arrest,110,,,,KESTER,PARTHENIA                    ST,34.2282,-118.4575
171315874,7/7/2017 0:00,7/6/2017 0:00,2230,13,Newton,1354,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1407,28,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,4300    WOODLAWN                     AV,,34.0057,-118.2728
171210193,3/28/2017 0:00,3/28/2017 0:00,2110,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,0906 0342 1100 0430 1402 1407 1300 1309 1315 1270,29,M,B,301,GAS STATION,102,HAND GUN,AA,Adult Arrest,110,,,,4400 S  WESTERN                      AV,,34.0037,-118.3089
170709606,5/6/2017 0:00,5/6/2017 0:00,650,7,Wilshire,773,1,110,CRIMINAL HOMICIDE,0906 1100 0430,37,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,1700    HAUSER                       BL,,34.044,-118.3586
170101414,12/29/2017 0:00,12/26/2017 0:00,1656,1,Central,157,1,110,CRIMINAL HOMICIDE,1218 0416 1202 2004,62,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
170907710,3/15/2017 0:00,3/15/2017 0:00,117,9,Van Nuys,963,1,110,CRIMINAL HOMICIDE,1817 1020 1100 0430,25,M,O,103,ALLEY,102,HAND GUN,AA,Adult Arrest,110,,,,5100 N  SEPULVEDA                    BL,,34.1631,-118.4662
170200889,8/12/2017 0:00,8/12/2017 0:00,2246,2,Rampart,248,1,110,CRIMINAL HOMICIDE,0399 1100 0906 0309 1310 1402 1409 1407 1410 0430,24,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,400    WITMER                       ST,,34.0576,-118.2644
170118021,6/25/2017 0:00,6/25/2017 0:00,650,1,Central,138,1,110,CRIMINAL HOMICIDE,1402 0430 0906 2004 1218 0930 1100,43,M,B,103,ALLEY,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,4TH                          ST,WALL                         ST,34.0464,-118.2447
171905487,1/29/2017 0:00,1/29/2017 0:00,1700,19,Mission,1917,1,110,CRIMINAL HOMICIDE,0411 2004 0334 0345,27,M,B,104,DRIVEWAY,207,OTHER KNIFE,AA,Adult Arrest,110,998,,,13000    DRONFIELD                    AV,,34.3092,-118.439
171322915,10/23/2017 0:00,10/20/2017 0:00,1734,13,Newton,1323,1,110,CRIMINAL HOMICIDE,1258 0553 0410,7,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,2200 S  SAN PEDRO                    ST,,34.0249,-118.2592
171225006,10/15/2017 0:00,10/15/2017 0:00,1120,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,1202 1100 1402 1407 0342 0430 0302 1822 0906,64,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,1800 W  77TH                         ST,,33.97,-118.309
171923135,12/15/2017 0:00,12/15/2017 0:00,320,19,Mission,1985,1,110,CRIMINAL HOMICIDE,0430 1100 0216 0906 1402,31,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,8500    VAN NUYS                     BL,,34.2248,-118.4488
171811416,5/12/2017 0:00,5/12/2017 0:00,1400,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,0906 1100 1402 0430 0302 1218,39,M,B,158,TRANSIENT ENCAMPMENT,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,8900    MENLO                        AV,,33.9565,-118.2904
171810257,4/23/2017 0:00,4/23/2017 0:00,2140,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,1100 0430 1300 1309 0906 1313,23,F,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,400 E  116TH                        ST,,33.9292,-118.2664
171010996,5/29/2017 0:00,5/29/2017 0:00,1935,10,West Valley,1011,1,110,CRIMINAL HOMICIDE,1414 1420 0342 0429 0216 0416 0417,32,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110,,,,19600    SHERMAN                      WY,,34.2047,-118.5531
171822847,11/21/2017 0:00,11/20/2017 0:00,2144,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0395 1100 0430 0906 1309,45,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,400 W  109TH                        PL,,33.9365,-118.2806
170714842,8/28/2017 0:00,8/28/2017 0:00,1743,7,Wilshire,702,1,110,CRIMINAL HOMICIDE,1402 1419 1407 0906 1270 0430 1100 0202,27,M,B,101,STREET,102,HAND GUN,AO,Adult Other,110,998,,,7500    MELROSE                      AV,,34.0837,-118.3532
170407422,3/20/2017 0:00,3/20/2017 0:00,700,4,Hollenbeck,488,1,110,CRIMINAL HOMICIDE,1309 1316 0309 1100 0430 1402,31,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,8TH                          ST,FRESNO,34.0233,-118.2085
170413357,7/30/2017 0:00,7/29/2017 0:00,2159,4,Hollenbeck,455,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1402 1407,21,M,H,122,"VEHICLE, PASSENGER/TRUCK",106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,1900    BAILEY                       ST,,34.0527,-118.2135
170104128,1/2/2017 0:00,1/2/2017 0:00,1730,1,Central,118,1,110,CRIMINAL HOMICIDE,0411 0444 0305 1402,34,M,H,101,STREET,205,KITCHEN KNIFE,AA,Adult Arrest,110,998,,,LEROY,N  MAIN                         ST,34.0651,-118.2291
170612261,5/18/2017 0:00,5/18/2017 0:00,2245,6,Hollywood,646,1,110,CRIMINAL HOMICIDE,0430 0417 0450 1270 0906 1402 1100,21,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,110,998,,,1500    WILCOX                       AV,,34.098,-118.331
171011165,6/2/2017 0:00,6/2/2017 0:00,1448,10,West Valley,1018,1,110,CRIMINAL HOMICIDE,0906 1100 0311 0374 0302,44,M,W,203,OTHER BUSINESS,102,HAND GUN,AA,Adult Arrest,110,998,,,15700    SATICOY                      ST,,34.2085,-118.4749
